branch	tip_sha	last_commit	subject
ag-ml8-rework-r2-1479	d3faef5527c80a2b7bc3c8ce42a09fd18dd7bf3d	2026-08-02	[CODER] harden per-message unanswered ledger
ag-ml8-unanswered	c56435d912c77cfb8f0d1254b84b9ba5c309b74e	2026-07-31	[CODER] retain every unanswered inbound message
ag-ml8-unanswered-refresh	f4615d60b928c48abf6ca284704062f4b2fcfa1a	2026-08-01	[CODER] retain per-message unanswered state
ag-next-authority-ops-1581	1af9cfca834ff8e03bb7a4c76324752ba98ec750	2026-08-03	[REVIEW] reject unresolved authority r21 candidate
ag-next-authority-sec-1581	ef4b3b3164b8f205b31b4472bc5a78726b636b1e	2026-08-03	[REVIEW] reject authority r23 interruption false green
ag-next-check-sec-1581	b9864d72f13f2b3727721d8d11f9354f80bf1fcf	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-next-land-reg-1581	e7908aed94c7da0c82e5fc99ada3410c1a940125	2026-08-03	[REVIEW] accept landing recovery r8 regression locks
ag-next-land-sec-1581	4ef29c2ed5b844929cc21342bd0091dfe77c57e2	2026-08-03	[REVIEW] accept landing recovery r8 security
ag-next-media-reg-1581	abc696d5384b859be55fa2efd19381cc45355196	2026-08-03	[REVIEW] accept media r14 readiness regression
ag-next-prov-sec-1581	549c844c9ea6607ce90e02c7b324e34c09cdc587	2026-08-03	[REVIEW] reject completion provenance authority
ag-next-provider-reg-1581	9aaf6f81db878e49bf3ccd0fa5cc0be58fcc438b	2026-08-03	[REVIEW] reject provider r6 false-green lock
ag-next-provider-sec-1581	b68c834ab663c51105566e85e3de1d482160c6fb	2026-08-03	[REVIEW] reject flaky provider routing evidence
ag-next-sprint-reg-1581	167b368f222b9f0150ecc6b0529b4d57e037d391	2026-08-03	[REVIEW] reject sprint-close evidence false green
ag-old-ui-capture	fbe256c05c72b3f21b283164240ddb19e1ad5c92	2026-07-31	[CODER] capture old shell UI evidence
ag-onboarding-truth	8592f2cc7af06dba46f8ce02832e3ffdd06bd6af	2026-07-31	[REVIEW] record red edge regression lock
ag-orch-unit-drift	114ccf7e9a8c7845b3a06d97856150eac92c8026	2026-07-31	[CODER] reconcile tracked system unit templates
ag-pack-hygiene	3a7868b254ae8d4a483ed8be66cc21c9e74820ce	2026-07-31	[CODER] stop the review-tag runbook leak and close the floor-doc pack hole
ag-personas-phase1	deae4583b201bbd52b874ffc2c84730360ea38d2	2026-07-31	[CODER] personas lint: cover authority vocabulary and exempt threat text
ag-pinned-prereq-integration-plan-1551	996df4426d22c84804d44fa2a586b175b386aeb2	2026-08-02	[REVIEW] map pinned prerequisite integration
ag-pinned-progress-r6-1544	d7e899d81a1ed912c7b5ca78914d819609b7567e	2026-08-02	[CODER] record pinned progress r6 evidence
ag-pinned-progress-terminal-proof-plan-1544	d5caf7d7778de3482faa304e5f41c825ff8c05df	2026-08-02	[REVIEW] plan pinned progress terminal proof admission
ag-pinned-terminal-plan-r2-1544	554a4d33fa2c8e5d92448b9dcf11a43241c80a3c	2026-08-02	[REVIEW] revise pinned terminal proof plan r2
ag-pinned-v3-progress-r2-1533	be247a2d4de2004fb51a9083611fead0fd03deaf	2026-08-02	[CODER] fix pinned progress runtime boundaries
ag-probe-loopback-executor-r2-1533	8f0e5f83b8c8f5f96d339389ad07187310d277d8	2026-08-02	[REVIEW] rework loopback executor feasibility proof
ag-product-docs-hunt	10e6e3c1c3c8d3c4657e00c0d9aa9bb92ac30b1f	2026-07-31	[CODER] inventory legacy product migration docs
ag-product-recover	9cf53b23e4703554611fca593a7b10e1e3104d53	2026-07-31	[CODER] Recover and observe legacy product v0.2.0
ag-provider-r8b-impl-1581	af18e8a043988e30d04e812a17fe9c4f237190d5	2026-08-03	[CODER] record provider routing r7 terminal evidence
ag-provider-routing-clean-recut-r4-1581	b84efac53cf45e99ca9deaca4ef25ba15ac941bc	2026-08-03	[CODER] record provider routing recut evidence
ag-provider-routing-r2-1565	ffe045f5ee0ba0969a2193c1f32dc881e9edd23e	2026-08-02	[CODER] record immutable launch evidence verdict
ag-provider-routing-r3-recut-1565	c7288546dd4329c948a796a1d827ab31d5ec4048	2026-08-03	[CODER] correct implementation evidence SHA
ag-provider-routing-r8-impl-1581	f5ed3b86e2c85fa3833876db213001a9e26c5fc4	2026-08-03	[CODER] record provider routing r7 evidence
ag-provider-routing-r9-ownership-1581	23cb1ef61a60059dd5005ea7c4847509737dfcb3	2026-08-03	[CODER] correct provider routing implementation SHA
ag-provider-routing-r9-regression-1581	466550a22ed603c1976f4d922d6579a665c41dc8	2026-08-03	[REVIEW] reject provider routing r9 cleanup false-green
ag-provider-routing-r9-security-1581	bf2437339c47b9de85f343fb81cdad0a3c1c1310	2026-08-03	[REVIEW] reject provider routing cleanup lock
ag-provider-routing-security-r6-live-boundary-1581	2a3b8b3e53452f84f4efaeae2f660e843bf4acfd	2026-08-03	[CODER] record provider launch r6 evidence
ag-provider-routing-security-r7-authority-proof-1581	dddb349736591bafd275d00c85f4df16ae7ce214	2026-08-03	[CODER] record provider authority r7 evidence
ag-reconcile-full-history	82d847041ceb3bb43e0780d9961e849b4e2fabda	2026-08-01	[CODER] reconcile full Telegram history
ag-recut-buildkit-r3-1565	ec77d8fd9f65269df09db7875c1c6185fa0ef2aa	2026-08-02	[CODER] recut BuildKit immutable-policy evidence
ag-recut-test-resource-1565	494447152083e2d07dd56e84b6b909123a678d7d	2026-08-02	[CODER] record test resource recut evidence
ag-refill-authority-ops-1581	bb0928974a6b8d5c3da7fa472d7f07c6fe1ffd83	2026-08-03	[REVIEW] reject unresolved authority candidate identity
ag-refill-authority-sec-1581	89d8f4b6438f4bd73a768a7dd3fb1ecfee382d29	2026-08-03	[REVIEW] reject authority r23 interruption false green
ag-refill-checkpoint-sec-1581	a099bb9df3b29b6fd621136c2dc03c580457fc58	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-refill-landing-sec-1581	10330a444246d29fa5e5a3f27592989b3e28aa3f	2026-08-03	[REVIEW] accept landing recovery r8 security
ag-refill-media-reg-1581	82698668ccc5fc1082c4f1c7b902ded83ca81796	2026-08-03	[REVIEW] accept independent media readiness observation
ag-refill-provider-reg-1581	b37869744d911b8ae27df0d52b1aa3d5b21e2b89	2026-08-03	[REVIEW] reject provider authority false-green lock
ag-refill-provider-sec-1581	79903d7a3148ce042750fa4b6c1cbb02dbb15dce	2026-08-03	[REVIEW] reject provider routing r7 security evidence
ag-refill-sprint-reg-1581	ff6e3ad84818a795bbcf07fbf81c08eda2381672	2026-08-03	[REVIEW] reject sprint-close evidence false green
ag-repair-loopback-suites-r3-1533	4790a4218657685d898f2f9abd847133796dc56a	2026-08-02	[CODER] record loopback executor terminal evidence
ag-rev-ancestry-gate-r4-1581	8739d3ae9e820b3c0ec558cfd4fac075b698812a	2026-08-03	[REVIEW] accept ancestry gate r4 evidence correction
ag-rev-authority-next-1581	2fe676c84735e83d309e16f93a01888d8a0ff13e	2026-08-03	[REVIEW] accept authority r23 residue security
ag-rev-authority-ops2-1581	82a26988affd5c7da868d1d616e19a838cfd86eb	2026-08-03	[REVIEW] reject authority r21 topology mismatch
ag-rev-authority-r23-operations-1581	1c80bae50072b6f679c1ce6078ca401707f65083	2026-08-03	[REVIEW] reject authority r23 loaded collision false-green
ag-rev-buildkit-r3-1565	c0a62ea4a64a7b7461ec6543dc0b8a44a580bc20	2026-08-02	[REVIEW] accept BuildKit composed-policy lock r3
ag-rev-checkpoint-manual-orchestration-1577	edc96665a26eaf74017ae23602bf2a5ca9298c64	2026-08-03	[REVIEW] reject unreachable manual checkpoint tag
ag-rev-checkpoint-r7-1581	09d864f25fceb214ba3c489395ea7d3d7edd32a4	2026-08-03	[REVIEW] reject checkpoint recovery architecture r7
ag-rev-checkpoint-r8-design-1581	c31127e2f066937d289eb35354ff8afd1cc488eb	2026-08-03	[REVIEW] reject checkpoint r8 design admission
ag-rev-checkpoint-r9-followup-1581	392a9ee34424b9724c0fe9a95250f8a9894d386f	2026-08-03	[REVIEW] reject checkpoint recovery design r8
ag-rev-checkpoint-r9-review-1581	6c5eab11856691a72530294811cd51797ab8c52c	2026-08-03	[REVIEW] reject checkpoint recovery design r8 exact SHA
ag-rev-checkpoint-reconciliation-design-r5-1581	01c63d724abb725ac7ae67100394b84699a976ad	2026-08-03	[REVIEW] reject checkpoint restore architecture r5
ag-rev-checkpoint2-1581	f1997cad7c98f6035afa20704cd8e28b9dfad276	2026-08-03	[REVIEW] reject checkpoint restore design r5
ag-rev-codex-appserver-design-r2-1533	ada9f2fc3d39cfc8b18da94da238516aa7160a7d	2026-08-02	[REVIEW] reject Codex app-server architecture r2
ag-rev-codex-appserver-r3-pin-1544	7950460f8ff8b83bebf2477d21c995d711a63229	2026-08-02	[REVIEW] reject Codex app-server r3 ordering gaps
ag-rev-codex-appserver-r4-1544	2119f3ccc6ac1b224b49f8a01a5f86555c3bb8dc	2026-08-02	[REVIEW] accept Codex app-server r4 architecture
ag-rev-codex-appserver-tcb-probe-1533	1f77b64fd4ac8d3850d76feff249193b5a683b73	2026-08-02	[REVIEW] Validate Codex app-server TCB probe
ag-rev-consilium-provider-1565	a5d83c86c4ff634063ed6f8b4bd5d2478a504d49	2026-08-02	[REVIEW] reject invented Telegram 1565 provenance
ag-rev-consilium-r2-1565	679814116ca3a6ffaa8811cdc1efe6a3bb275a2b	2026-08-02	[REVIEW] accept Telegram 1565 consilium provenance
ag-rev-daemon-control-r13-1581	51fcfe0bc638490101906e43d2a0acd16bf557ef	2026-08-03	[REVIEW] accept daemon control r13 owned scratch
ag-rev-daemon-media-r14-operations-1581	deac375b70039a9f9b590dcd7ae9cd7e30e0541f	2026-08-03	[REVIEW] reject media r14 operations candidate
ag-rev-daemon-media-r14-regression-1581	62ccfe8e3168d8776e3bd1f0e1f7d23f3b316b67	2026-08-03	[REVIEW] reject media r14 readiness candidate
ag-rev-daily-sprint-1500	7f97bd1c8b91d61d91175eee7e100dee43599a76	2026-08-02	[REVIEW] No-go daily consilium sprint loop
ag-rev-daily-sprint-close-r4-terminal-1581	f171ffd4cbac736428bf6ba9fbd67a82561ee7fd	2026-08-03	[REVIEW] reject incomplete sprint close evidence contract
ag-rev-daily-sprint-close-r5-process-1581	d836a84bdc1cc500a6f6202d8a97f75b1cdf52c2	2026-08-03	[REVIEW] accept sprint-close evidence correction
ag-rev-daily-sprint-close-r5-regression-1581	5e3ce9c935c9d7acad1d2634169969a016815513	2026-08-03	[REVIEW] reject sprint-close false-green evidence
ag-rev-daily-sprint-close-r6-1581	efdf4ce526e038a61151e1db65cd6514eb587b54	2026-08-03	[REVIEW] reject unmeasured sprint-close suite evidence
ag-rev-database-internal-r4-1544	a233d2f023ed979e7c732f17b96096b755a51db5	2026-08-02	[REVIEW] No-go database internal network r4
ag-rev-database-loopback-r2-1565	501d7dcdddb835613c79c5a9cece6dcb72bf6751	2026-08-02	[REVIEW] accept database loopback collision cleanup
ag-rev-database-readiness-timeout-r1-1581	64bd7db358d369dbb57285c13fad131695fe1caa	2026-08-03	[REVIEW] reject unbounded database readiness evidence
ag-rev-estimate-process-1500	ce6a55f8a2ea3edd465482cc95dc8e5b34d9ebf8	2026-08-02	[REVIEW] Accept parallel critical-path estimate rule
ag-rev-estimate-reg-1500	38b5fe506a730bb3088f36d6caba8bb0aca8e439	2026-08-02	[REVIEW] Accept parallel critical-path estimate lock
ag-rev-estimate-sec-1506	9a22c4735040336cfdd80d8ff7e8c26a33ca5f41	2026-08-02	[REVIEW] Accept parallel estimate governance rule
ag-rev-gate-count-int-r2	2ced204ad0e357e294ea38f55ce8b2e60586a12e	2026-08-02	[REVIEW] Reject unsafe verify-count parsing
ag-rev-gate-count-ops-1479	565acf8d5f1ab3b0083aa9716cb1acde08012153	2026-08-02	[REVIEW] Record W-36 landing operations verdict
ag-rev-gate-count-reg-1479	f25eb6ef88ec82ea7e61b986bb779c2ca3b929b0	2026-08-02	[REVIEW] Reject inconsistent CRLF verify-count parsing
ag-rev-gate-count-sec-1479	ef98e102314a36af6e4252b3c9b2e2d1be373aa3	2026-08-01	[CODER] Accept padded Bun verify counts
ag-rev-generator-buildkit-digest-r1-1551	4f7c83d3a2f1c9146bc5832026d4752b46c71213	2026-08-02	[REVIEW] accept immutable BuildKit v0.24.0 digest
ag-rev-generator-buildkit-policy-arm-r1-1551	d0be7574c46a81e5d974c474efab1fc64b52a967	2026-08-02	[REVIEW] reject false-green BuildKit policy lock
ag-rev-generator-buildkit-r2-1565	d804d49d13788e4e89ca696b93acd2fac067c2ea	2026-08-02	[REVIEW] reject BuildKit policy causal lock false green
ag-rev-generator-image-proposal-r2b-1544	c82d50481144031fd58d6b271855d77b5df54c95	2026-08-02	[REVIEW] reject generator image proposal r2
ag-rev-generator-image-proposal-r8-1551	5e9511c36bc4548393f34b44f9126c544c4a4e9a	2026-08-02	[REVIEW] accept generator image proposal r8
ag-rev-generator-image-r4-1551	e7943cf40229c83581f2b6b5e2d148d114bc5bc7	2026-08-02	[REVIEW] reject generator image proposal r4
ag-rev-internal-provenance-r10-1581	dd6dd591484004db61cfdd57723ee3e615e4b3b1	2026-08-03	[REVIEW] reject duplicate provenance ambiguity
ag-rev-internal-unit-authority-impl-r1-1551	9bfbf3e4525e4507def21810680cecc6eff1a112	2026-08-02	[REVIEW] Reject internal-unit authority r12 implementation
ag-rev-internal-unit-authority-r12-design-only-1551	2093abb9dc6d4b849af2fcef4c5edaa8f051bc4a	2026-08-02	[REVIEW] Accept internal-unit authority r12 design
ag-rev-internal-unit-authority-r13-1551	906fe2d353f9f32a47b97913b16984017a8d74fb	2026-08-02	[REVIEW] Reject stale r13 report tip
ag-rev-internal-unit-filter-1533	99761889179edff9a16d85d537fcf8b78d2765a4	2026-08-02	[REVIEW] Reject internal unit filtering
ag-rev-internal-unit-provenance-r8b-1581	1c2dbb92c91ae72dc981002e6b20a9f9bc79e941	2026-08-03	[REVIEW] NO-GO internal unit provenance r8
ag-rev-internal-unit-r2b-1533	fc5fd12632a4a8170dde980df672e4468002b022	2026-08-02	[CODER] Fail closed on unproven lane identity
ag-rev-internal-unit-r6-1544	8944f5b60ddda5de8c055291d8b4fb8a90d225ac	2026-08-02	[REVIEW] Reject forgeable migration role identities
ag-rev-landing-contract-docs-r1-1565	c2a3505137bb82d24ef2ad67d6a80230b318289e	2026-08-03	[REVIEW] reject unmeasured landing provenance contract
ag-rev-landing-contract-r3-1581	d754895669c010ecbf1f9f97c832832266e37d48	2026-08-03	[REVIEW] reject incomplete landing record boundary proof
ag-rev-landing-contract-r8-operations-1581	cfe2275bd6b4f91a6fb2302f774c273f81a62793	2026-08-03	[REVIEW] accept landing recovery r8 operations
ag-rev-landing-contract-r8-regression-1581	73199894bcbfe0b30cb351050a72943f72c0d7d5	2026-08-03	[REVIEW] accept landing recovery r8 regression
ag-rev-landing-contract-r8-security-1581	c54cd97f3a52943bdc71a1860c05f1062159f04c	2026-08-03	[REVIEW] accept landing recovery r8 security
ag-rev-landing-r7-ops-1581	01da3a2cfebaf7ea85e4c93ae0ca703a5558bc35	2026-08-03	[REVIEW] accept landing recovery r7 operations
ag-rev-landing-r7-reg-1581	0b0a51203b2435602cb4dcedd64b0669fb927443	2026-08-03	[REVIEW] reject landing recovery r7 false green
ag-rev-landing-r7-sec-1581	158ebf36362a3b05e1a2a502e3a7b428da14fa8c	2026-08-03	[REVIEW] accept landing recovery r7 security evidence
ag-rev-landing2-1581	60fde6900f5e4e50972dafce6c4280944bbeff8f	2026-08-03	[REVIEW] accept landing recovery r8 regression
ag-rev-lane-deps-ops-1479	5c057a423807825a93c76a90093732c2c93d932b	2026-08-02	[REVIEW] reject W-35 lane dependency preinstall
ag-rev-lane-deps-reg-1479	f476a7953435c1a6317702172b60dddbb1c0c5f3	2026-08-02	[REVIEW] Reject incomplete W-35 regression locks
ag-rev-lane-deps-sec-1479	4c67ff0400ee2b29b7122f9b3358c1ad3383ec19	2026-08-02	[REVIEW] Reject unsafe lane dependency provisioning
ag-rev-loopback-contract-r4-1533	c08f4e0096ec50b9c9bd2c96cbc617fdb901c7b9	2026-08-02	[REVIEW] reject caller-selected loopback authority
ag-rev-loopback-r3-ops-1529	68d1b28eb06a1573bf18728644ae5f5f87615c6d	2026-08-02	[REVIEW] reject runtime loopback r3 operations boundary
ag-rev-loopback-r5-sec-1533	642973c929713362be03f1a31d2d6c8db0f322d5	2026-08-02	[REVIEW] reject runtime loopback r5 security boundary
ag-rev-media-f976-operations-1581	00a3ac810275acedec1cee56969e49d356053d06	2026-08-03	[REVIEW] NO-GO media r14 operations runtime
ag-rev-media-f976-regression-1581	88d973cbe0bf9406ff3797104c400befac968e88	2026-08-03	[REVIEW] accept media readiness regression lock
ag-rev-media-r14-operations-final-1581	f2608379afe1d49a544ccead9ca99594b95d02bc	2026-08-03	[REVIEW] accept media r14 operations runtime
ag-rev-media-r14-regression-final-1581	491191958776f85e74c8407dd9d9abd3184f4463	2026-08-03	[REVIEW] reject media r14 regression candidate
ag-rev-media-r15-regression-1581	0f95b6443d7597bd2118d7e6383e29c62db54246	2026-08-03	[REVIEW] accept media r15 regression candidate
ag-rev-ml15-data-1479	5ef8cc26a81624b44779ced3f14362124b2489f3	2026-08-02	[REVIEW] reject ML-15 fleet status data integrity
ag-rev-ml15-ops-1479	6447b6dfa9f8bff409fc63f678c404dfb7cf1653	2026-08-02	[REVIEW] reject ML-15 fleet status truth candidate
ag-rev-ml15-reg-1479	bebefb62daab1017a4bf9224f71d65ac432df225	2026-08-02	[REVIEW] reject ML-15 fleet status false greens
ag-rev-ml16-corr-1479	6d3a986d400505e25ffe29da946422957373e7e2	2026-08-02	[REVIEW] Reject ML-16 small-losses candidate
ag-rev-ml8-data-1479	273056a6425182c7b79308ec79a8e4b4c3b3c56e	2026-08-02	[REVIEW] reject ML-8 unanswered ledger candidate
ag-rev-ml8-ops-1479	3686200ab4fae2e10405eb3f7f4a022b88bf45ee	2026-08-02	[REVIEW] reject ML-8 unanswered recovery candidate
ag-rev-ml8-reg-1479	6a0c05160c62436f5dc1b2dac826f86417efbb9b	2026-08-02	[REVIEW] reject ML-8 unanswered ledger candidate
ag-rev-pinned-progress-r6-1544	6e37fbd02cd734dedea67845ca933983cd1d5410	2026-08-02	[REVIEW] accept pinned progress r6 boundary lock
ag-rev-pinned-terminal-plan-r2-1548	2ad0a518cebafa30975545a3e684e119c3fc93b6	2026-08-02	[REVIEW] accept pinned terminal proof plan r2
ag-rev-pinned-v3-progress-r1-1533	f974409d56435d03053dadb3277f9fda6f9583b4	2026-08-02	[REVIEW] reject pinned v3 progress automation
ag-rev-provenance2-1581	104d77d17abbf2d4776474c50b2c90541272ccf8	2026-08-03	[REVIEW] reject duplicate provenance receipts
ag-rev-provider-cc71-operations-1581	bade8684bb427ce9b822a2dbba78093875421ca2	2026-08-03	[REVIEW] reject provider routing r7 cleanup false green
ag-rev-provider-cc71-regression-1581	93fc040d7681e5df757054b149d0317b9b88c80c	2026-08-03	[REVIEW] reject unscoped provider concurrent lock
ag-rev-provider-cc71-security-1581	cc71c9721bbae7b1d8d9e2bfc77f68335888723f	2026-08-03	[CODER] stabilize provider boundary live locks
ag-rev-provider-r7-ops-1581	7596161e7d958ebb0231bcdad9320351b2e36331	2026-08-03	[REVIEW] reject provider routing r7 cleanup false-green
ag-rev-provider-r9-ops-next-1581	e3b30822ca52431f212f897f9ca8c7905946ad1e	2026-08-03	[REVIEW] accept provider routing r9 operations boundary
ag-rev-provider-r9-reg-next-1581	5be3164a17cdd7303667df1b4db00d65e3ca1218	2026-08-03	[REVIEW] reject provider sandbox false-green lock
ag-rev-provider-r9-security-next-1581	14cbdcd28b8d8f3b906ae94bbf128876f9bbd798	2026-08-03	[REVIEW] reject provider routing cleanup false-green
ag-rev-provider-routing-clean-r4-operations-1581	9819d5e5cbe2862a2e75ab194c96f71a670cef9d	2026-08-03	[REVIEW] accept provider routing operations recut
ag-rev-provider-routing-clean-r4-regression-1581	ab3befc61388bfd724ef8d645ae649351eb8b508	2026-08-03	[REVIEW] accept provider routing regression lock
ag-rev-provider-routing-clean-r4-security-1581	c7e22b0b87cbb29520fecda198d59108813d4edd	2026-08-03	[REVIEW] reject provider routing provenance recut
ag-rev-provider-routing-r2-1565	debbb42185aa5cf4b863234fb0957deefea4500b	2026-08-02	[REVIEW] reject incomplete immutable launch evidence
ag-rev-provider-routing-r3-recut-1581	a520b025a913f4997c4964e59d3a2fb31a5bb541	2026-08-03	[REVIEW] reject provider routing r3 stacked scope
ag-rev-provider-routing-r7-operations-1581	7b61de0b62f655b0486e6a0fa4143ac7a24a2bbc	2026-08-03	[REVIEW] reject incomplete provider capability evidence
ag-rev-provider-routing-r7-regression-1581	2882b773919f53e0c59d68fe118046c4d67919ff	2026-08-03	[REVIEW] reject provider routing r7 security evidence
ag-rev-provider-routing-r7-security-1581	1f0ab0b2dfb8c8881a7f9feb83abde108660921c	2026-08-03	[REVIEW] reject provider routing r7 cleanup lock
ag-rev-provider-routing-security-r5-operations-1581	f700a7a38ec6deedf4eefaa83cd5498bb1473fc1	2026-08-03	[REVIEW] reject provider routing operations candidate
ag-rev-provider-routing-security-r5-regression-1581	51a4da2442cb46d7d8ea16e8dda8b052cc419590	2026-08-03	[REVIEW] reject provider routing security r5 regression
ag-rev-provider-routing-security-r5-security-1581	553169a8afe04f17f9c7c15488ac2b89bdb5f14f	2026-08-03	[REVIEW] reject unmeasured provider launch isolation
ag-rev-recut-buildkit-r3-1565	69e961f38b6d16515cb6e2949ee828e5e38e6e19	2026-08-03	[REVIEW] accept BuildKit policy evidence recut
ag-rev-recut-test-resource-1565	7dc22dff18ea420018b048d6ed74f57b31058a49	2026-08-03	[REVIEW] reject test resource registry recut
ag-rev-runner-event-protocol-plan-r5-1551	2487f38fd4e60df064ea02d39f7529559790e5dc	2026-08-02	[REVIEW] reject runner event protocol plan r5
ag-rev-runner-event-protocol-r7-1561	060889225cfcec6b27e8bca4e0f540f30ff52b1c	2026-08-02	[REVIEW] reject runner event protocol plan r7
ag-rev-runner-event-r9-1565	7c9f04c4e293a21ae095b8106ce082a89ee15add	2026-08-03	[REVIEW] reject runner event protocol plan r9
ag-rev-runtime-loopback-payload-authority-r20-1551	66f6add29b7dcd5b6e636666df9127379c0b4a89	2026-08-02	[REVIEW] reject r20 authority contradictions
ag-rev-runtime-loopback-r16-impl-1551	aa24533f7e44f7f45b1a72dee927e7af6fde26de	2026-08-02	[REVIEW] reject runtime loopback r16 implementation
ag-rev-runtime-loopback-r23-1565	d3b5fadfa70243adf2c86dc67fcf32bc47282266	2026-08-02	[REVIEW] reject r23 ambiguous NV transition
ag-rev-runtime-loopback-r6-ops-1533	2b4325c3d8794496fe9c4209360b645c94e3fdd7	2026-08-02	[REVIEW] reject runtime loopback r6 operations boundary
ag-rev-runtime-loopback-r6-sec-1533	80d8af33772f815fb4618fcdd7351850b0a2723b	2026-08-02	[REVIEW] reject runtime-loopback r6 security boundary
ag-rev-runtime-r24-1565	4e7b11b87aaac2643b94ae5c6ac21a713a0459a0	2026-08-03	[REVIEW] accept r24 transition digest architecture
ag-rev-sprint-close-r7-followup-1581	605f94e8c74ede8de9376a3aaee97ff5d508ebfc	2026-08-03	[REVIEW] reject unmeasured sprint-close evidence
ag-rev-sprint2-1581	5e028278d550c4c3f44abe001c8c25391af157a4	2026-08-03	[REVIEW] reject sprint-close r5 false-green evidence
ag-rev-telegram-format-r2-1531	a4e3638bcad1c900c7b461c9e34c7d8c08f0ddf9	2026-08-02	[REVIEW] NO-GO Telegram formatting UTF-8 r2
ag-rev-telegram-steer-noise-r2-1533	3b67553b7f1c1d4a3d962022a9bef5294ed640f7	2026-08-02	[REVIEW] reject incomplete steer-noise suppression
ag-rev-telegram-steer-noise-r2b-1533	b579fe4b48b4e192f8b77ad10aa97a14a5ee1a3c	2026-08-02	[REVIEW] reject relay control provenance r2b
ag-rev-telegram-steer-r3-1533	adfbbb0f6369d062e2f5a99bb16c0fd704681bf6	2026-08-02	[CODER] record provenance-safe relay evidence
ag-rev-telegram-steer-r3b-1533	177dc82317f83edcc76b84acc4cccffa7c5c2876	2026-08-02	[REVIEW] record Telegram steer-noise r3 Tier-A verdict
ag-rev-test-executor-foundation-r5-1551	296a3fdbf4c99be1c2b169b316176aee0a04ca9a	2026-08-02	[REVIEW] reject test executor r5 security slice
ag-rev-test-executor-lease-r2-1544	be6e72aca6615d660a8bc3dbeae963a09cfebe51	2026-08-02	[REVIEW] reject trusted test-executor design r2
ag-rev-test-executor-r11-operations-1581	a2f3f639d36dcec488d1bc764a63cd19b6843aca	2026-08-03	[REVIEW] reject r11 operations recovery evidence
ag-rev-test-executor-r11-regression-1581	098d605408e3eb327cf26db0a4f2dd46e81da762	2026-08-03	[REVIEW] reject unbounded executor recovery evidence
ag-rev-test-executor-r11-security-1581	a4f286447c315d022cd980bb231556dcc08eac00	2026-08-03	[REVIEW] reject r11 security boundary evidence
ag-rev-test-executor-r6-1544	76448d070b789c1d61bd9177a1c1f884cc2d2aeb	2026-08-02	[REVIEW] accept test-executor publication boundary r6
ag-rev-test-executor-r8-ops-1565	7e52acc8bb9eeb35ead005172a2e80b34ae7d129	2026-08-02	[REVIEW] reject test executor r8 operations recovery
ag-rev-test-executor-r8-reg-1565	e7125c014bdd98f0822a6cd7c0e6865bb27009e6	2026-08-02	[REVIEW] reject test executor r8 false rollback
ag-rev-test-executor-r8-sec-1565	5ea19556f4a3e553d6e4a4c43f9bcb5dc0f71f76	2026-08-02	[CODER] align test executor r8 evidence
ag-rev-test-resource-inventory-r10-1565	9913006da8f572e54cf108382b66daa4918033c7	2026-08-02	[REVIEW] reject r10 Unicode comment false green
ag-rev-test-resource-r11-1565	74f7ba25c62971440d27df8b4967941e99ed474c	2026-08-02	[REVIEW] accept r11 line terminator inventory fix
ag-rev-test-resource-report-r2-1565	74f7ba25c62971440d27df8b4967941e99ed474c	2026-08-02	[REVIEW] accept r11 line terminator inventory fix
ag-rev-v3-authority-r11-sec-1544	c4240a7d586518e93674ffc85ca15128f060c9ad	2026-08-02	[REVIEW] Reject v3 authority r11 security candidate
ag-rev-v3-authority-r14-upgrade-security-1551	9affa238bbc0117af7da7aac96648acf96ab94ba	2026-08-02	[REVIEW] reject authority r14 upgrade security
ag-rev-v3-authority-r15-exclusive-runtime-1551	56764d89b849e14fea2f69c867064ff7400790a0	2026-08-02	[REVIEW] reject r15 exclusive runtime authority
ag-rev-v3-authority-r22-operations-1581	3f1863f4b76b886d293151382fef5de49107401a	2026-08-03	[REVIEW] reject authority r22 operations residue false-green
ag-rev-v3-authority-r22-regression-1581	f09a3e1401d6e21d2447441179d787b2d91e06e7	2026-08-03	[REVIEW] reject authority r22 false-green residue
ag-rev-v3-authority-r23-security-1581	f36af2aa5df96f1b97ce4ec45fec0eb3a1f1f9a6	2026-08-03	[REVIEW] accept authority r23 security teardown
ag-rev-v3-authority-r6-core-1533	63f05a79174040aaa45a7fd2a47399cbd71c9cc7	2026-08-02	[REVIEW] Reject v3 authority r6 protected core
ag-rev-v3-authority-r9-ops-1537	acdca7172a6021236a2dcc0b0e90031d5735ff6c	2026-08-02	[REVIEW] Reject authority r9 operations recovery
ag-rev-v3-gap1-r2-ops-1506	0ddd5861e57edeaabc0971c6148398dc264457b0	2026-08-02	[REVIEW] record V3-GAP-1 r2 operations verdict
ag-rev-v3-gap1-r2-sec-1506	d7072dcd0b1990ee03c434b24f4409ef68c9b5ae	2026-08-02	[REVIEW] record V3-GAP-1 r2 security verdict
ag-rev-v3-gap1-recut-ops-1508	edc19c75f799943600356db622eca451814b113f	2026-08-02	[REVIEW] accept GAP-1 recut operations evidence
